frame_count,raw_start_process_time,start_process_time
4218000,1746789136.6851678,1746789136.6349275
4224000,1746789136.756623,1746789136.7063828
4230000,1746789136.8308277,1746789136.7805874
4236000,1746789136.9052384,1746789136.854998
4242000,1746789136.975135,1746789136.9248948
4248000,1746789137.0457354,1746789136.995495
4254000,1746789137.1157045,1746789137.0654643
4260000,1746789137.1886146,1746789137.1383743
4269000,1746789137.26167,1746789137.2114298
4275000,1746789137.3289585,1746789137.2787182
4281000,1746789137.399257,1746789137.3490167
4287000,1746789137.4722219,1746789137.4219816
4293000,1746789137.5403807,1746789137.4901404
4302000,1746789137.6150887,1746789137.5648484
4308000,1746789137.6884406,1746789137.6382003
4314000,1746789137.7690709,1746789137.7188306
4323000,1746789137.8467436,1746789137.7965033
4326000,1746789137.920736,1746789137.8704958
4335000,1746789137.9936297,1746789137.9433894
4341000,1746789138.067027,1746789138.0167868
4350000,1746789138.1431246,1746789138.0928843
4353000,1746789138.213812,1746789138.1635718
4359000,1746789138.2858713,1746789138.235631
4368000,1746789138.3606377,1746789138.3103974
4374000,1746789138.4360077,1746789138.3857675
4383000,1746789138.5091898,1746789138.4589496
4389000,1746789138.5814986,1746789138.5312583
4392000,1746789138.6455464,1746789138.5953062
4398000,1746789138.7037647,1746789138.6535244
4404000,1746789138.7630856,1746789138.7128453
4410000,1746789138.821668,1746789138.7714276
4416000,1746789138.8769355,1746789138.8266952
4422000,1746789138.9360056,1746789138.8857653
4425000,1746789138.9932365,1746789138.9429963
4431000,1746789139.0588105,1746789139.0085702
4434000,1746789139.1196718,1746789139.0694315
4443000,1746789139.1766157,1746789139.1263754
4446000,1746789139.231512,1746789139.1812718
4449000,1746789139.2870932,1746789139.236853
4452000,1746789139.3423629,1746789139.2921226
4458000,1746789139.397635,1746789139.3473947
4467000,1746789139.4550986,1746789139.4048584
4470000,1746789139.5109606,1746789139.4607203
4476000,1746789139.5672317,1746789139.5169914
4482000,1746789139.6266387,1746789139.5763984
4488000,1746789139.683996,1746789139.6337557
4494000,1746789139.73951,1746789139.6892698
4497000,1746789139.79567,1746789139.7454298
4500000,1746789139.8494413,1746789139.799201
4506000,1746789139.9081988,1746789139.8579586
4512000,1746789139.9781005,1746789139.9278603
4521000,1746789140.0362425,1746789139.9860022
4527000,1746789140.0989258,1746789140.0486856
4533000,1746789140.16212,1746789140.1118798
4536000,1746789140.2380338,1746789140.1877935
4542000,1746789140.2990994,1746789140.2488592
4548000,1746789140.366394,1746789140.3161538
4554000,1746789140.427221,1746789140.3769808
4560000,1746789140.4834409,1746789140.4332006
4563000,1746789140.536753,1746789140.4865127
4566000,1746789140.5923998,1746789140.5421596
4572000,1746789140.657554,1746789140.6073136
4581000,1746789140.7182863,1746789140.668046
4584000,1746789140.7757013,1746789140.725461
4590000,1746789140.8336947,1746789140.7834544
4599000,1746789140.9597225,1746789140.9094822
4608000,1746789141.0414622,1746789140.991222
4614000,1746789141.1147633,1746789141.064523
4623000,1746789141.1948388,1746789141.1445985
4629000,1746789141.2766702,1746789141.22643
4638000,1746789141.3590336,1746789141.3087933
4644000,1746789141.4340541,1746789141.3838139
4647000,1746789141.4930604,1746789141.44282
4650000,1746789141.5546637,1746789141.5044234
4659000,1746789141.61075,1746789141.5605097
4671000,1746789141.7372973,1746789141.687057
4677000,1746789141.8082957,1746789141.7580554
4680000,1746789141.866739,1746789141.8164988
4689000,1746789141.9247947,1746789141.8745544
4692000,1746789141.99214,1746789141.9418998
4695000,1746789142.053194,1746789142.0029538
4704000,1746789142.1102738,1746789142.0600336
4710000,1746789142.1697052,1746789142.1194649
4716000,1746789142.2294593,1746789142.179219
4722000,1746789142.2850714,1746789142.234831
4725000,1746789142.3379903,1746789142.28775
4731000,1746789142.3967798,1746789142.3465395
4734000,1746789142.4551623,1746789142.404922
4740000,1746789142.5130339,1746789142.4627936
4746000,1746789142.568989,1746789142.5187488
4752000,1746789142.654542,1746789142.6043017
4758000,1746789142.7054482,1746789142.6552079
4764000,1746789142.7608962,1746789142.710656
4770000,1746789142.8219156,1746789142.7716753
4776000,1746789142.8816311,1746789142.8313909
4782000,1746789142.9375427,1746789142.8873024
4785000,1746789142.9925404,1746789142.9423
4788000,1746789143.0501013,1746789142.999861
4794000,1746789143.106422,1746789143.0561817
4800000,1746789143.1652424,1746789143.1150022
4806000,1746789143.219956,1746789143.1697156
4812000,1746789143.2774804,1746789143.22724
4815000,1746789143.3352392,1746789143.284999
4821000,1746789143.389733,1746789143.3394928
4827000,1746789143.467642,1746789143.4174018
4833000,1746789143.5258536,1746789143.4756134
4845000,1746789143.6593187,1746789143.6090784
4851000,1746789143.7333906,1746789143.6831503
4860000,1746789143.8255646,1746789143.7753243
4869000,1746789143.9112794,1746789143.8610392
4872000,1746789143.9868667,1746789143.9366264
4881000,1746789144.065526,1746789144.0152857
4887000,1746789144.1419625,1746789144.0917222
4893000,1746789144.2192855,1746789144.1690452
4902000,1746789144.2973535,1746789144.2471132
4908000,1746789144.3725333,1746789144.322293
4917000,1746789144.4460995,1746789144.3958592
4923000,1746789144.5207846,1746789144.4705443
4929000,1746789144.599422,1746789144.5491817
4935000,1746789144.6780398,1746789144.6277995
4941000,1746789144.7487774,1746789144.698537
4950000,1746789144.8203945,1746789144.7701542
4956000,1746789144.8796268,1746789144.8293865
4962000,1746789144.9390554,1746789144.8888152
4965000,1746789144.9940467,1746789144.9438064
4968000,1746789145.0506663,1746789145.000426
4971000,1746789145.1089287,1746789145.0586884
4980000,1746789145.164625,1746789145.1143847
4986000,1746789145.2217524,1746789145.1715121
4989000,1746789145.2803564,1746789145.2301161
4995000,1746789145.3356235,1746789145.2853832
5001000,1746789145.3914106,1746789145.3411703
5007000,1746789145.4485474,1746789145.398307
5010000,1746789145.5201628,1746789145.4699225
5013000,1746789145.5755072,1746789145.525267
5016000,1746789145.630297,1746789145.5800567
5025000,1746789145.6862717,1746789145.6360314
5031000,1746789145.7477236,1746789145.6974833
5034000,1746789145.8048208,1746789145.7545805
5037000,1746789145.862049,1746789145.8118088
5043000,1746789145.9196608,1746789145.8694205
5049000,1746789145.9769566,1746789145.9267163
5055000,1746789146.0367231,1746789145.9864829
5061000,1746789146.106988,1746789146.0567477
5070000,1746789146.1622868,1746789146.1120465
5073000,1746789146.2195625,1746789146.1693223
5076000,1746789146.280708,1746789146.2304678
5079000,1746789146.3477612,1746789146.2975209
5082000,1746789146.4322565,1746789146.3820162
5100000,1746789146.4900527,1746789146.4398124
5103000,1746789146.545496,1746789146.4952557
5109000,1746789146.6027246,1746789146.5524843
5112000,1746789146.668998,1746789146.6187577
5115000,1746789146.7242503,1746789146.67401
5124000,1746789146.782426,1746789146.7321858
5130000,1746789146.8388786,1746789146.7886384
5136000,1746789146.8972237,1746789146.8469834
5142000,1746789146.9524286,1746789146.9021883
5145000,1746789147.0201094,1746789146.9698691
5148000,1746789147.088036,1746789147.0377958
5157000,1746789147.1449287,1746789147.0946884
5160000,1746789147.1993866,1746789147.1491463
5166000,1746789147.2549443,1746789147.204704
5172000,1746789147.290695,1746789147.2404547
5175000,1746789147.3665414,1746789147.316301
5181000,1746789147.4240532,1746789147.373813
5187000,1746789147.479912,1746789147.4296718
5190000,1746789147.5360708,1746789147.4858305
5193000,1746789147.5912735,1746789147.5410333
5202000,1746789147.6451364,1746789147.594896
5208000,1746789147.7022812,1746789147.652041
5214000,1746789147.7647233,1746789147.714483
5220000,1746789147.8232558,1746789147.7730155
5232000,1746789147.956925,1746789147.9066846
5238000,1746789148.0343978,1746789147.9841576
5244000,1746789148.106768,1746789148.0565276
5253000,1746789148.182084,1746789148.1318438
5256000,1746789148.258016,1746789148.2077758
5265000,1746789148.335616,1746789148.2853758
5271000,1746789148.415354,1746789148.3651137
5283000,1746789148.5078638,1746789148.4576235
5289000,1746789148.5832818,1746789148.5330415
5292000,1746789148.6590557,1746789148.6088154
5301000,1746789148.7350278,1746789148.6847875
5310000,1746789148.8073497,1746789148.7571094
5316000,1746789148.8848886,1746789148.8346484
5322000,1746789148.9620378,1746789148.9117975
5328000,1746789149.0436947,1746789148.9934545
5334000,1746789149.1187985,1746789149.0685582
5337000,1746789149.191981,1746789149.1417408
5352000,1746789149.2750711,1746789149.2248309
5355000,1746789149.351068,1746789149.3008277
5364000,1746789149.42552,1746789149.3752797
5370000,1746789149.4989493,1746789149.448709
5376000,1746789149.572732,1746789149.5224917
